has_online_delivery,cuisine_other,Desserts,Beverages,Snacks,Chinese,North Indian,Biryani,Fast Food,Bakery,Ice Cream,Burgers,cuisine_count,votes_log,city_tier_2,city_tier_3,price_bucket,restaurant_density,success
1,1,1,1,1,0,0,0,1,0,0,0,3.320155644,1.238349936,0,0,1,2,1
1,1,0,0,0,1,1,0,0,0,0,0,-0.4295987,1.199958858,0,0,1,2,1
1,1,1,1,1,0,0,0,0,1,1,0,1.177438876,0.352018155,0,0,1,2,1
1,1,1,0,0,0,0,0,1,0,0,0,2.784476452,0.728490262,0,0,1,2,1
1,1,1,0,0,1,0,0,0,0,0,0,0.106080492,0.294410914,0,0,1,0,1
1,1,0,0,0,1,1,0,0,0,0,0,0.106080492,0.77302799,0,0,0,0,1
1,1,1,0,1,0,0,0,0,1,0,0,0.106080492,0.088703366,0,0,2,2,1
1,1,0,1,0,1,1,0,1,1,0,0,2.24879726,0.954103617,0,0,1,0,1
1,1,0,1,0,0,0,0,1,0,0,0,1.177438876,-0.39243973,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,-0.4295987,-1.356765551,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,0,1,3.320155644,-0.006898545,0,0,1,2,1
1,1,0,1,0,0,0,0,0,0,0,0,-0.4295987,-0.912322371,0,0,1,2,1
1,1,0,1,0,0,1,0,0,0,0,0,-0.4295987,-2.729793595,0,0,0,0,1
1,0,1,1,1,0,0,0,0,1,0,0,0.106080492,-0.50790442,0,0,1,0,1
1,1,1,0,1,0,0,0,0,0,0,0,-0.4295987,-0.931218044,0,0,1,2,1
1,1,0,0,0,0,0,0,0,0,0,1,-0.965277892,1.324127379,0,0,1,1,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,0.852653484,0,0,1,1,0
1,0,1,0,0,0,0,0,0,1,0,0,-0.965277892,-0.16692679,0,0,1,0,1
1,1,1,1,0,0,0,0,0,0,0,1,0.106080492,0.466975578,0,0,1,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0.106080492,1.039879294,0,0,1,1,1
1,1,1,0,0,0,0,0,1,0,0,0,2.784476452,0.103154168,0,0,1,0,1
1,1,0,1,1,0,0,0,1,1,0,0,0.641759684,0.314283375,0,0,1,1,1
1,1,1,1,1,0,0,0,0,1,0,0,1.177438876,0.814263731,0,0,0,2,1
1,0,1,0,0,0,0,0,0,0,1,0,-0.965277892,-0.653773729,0,0,0,2,1
1,1,1,0,0,0,0,0,0,0,0,0,-0.4295987,-1.302478489,0,0,1,0,1
1,0,1,0,0,0,0,0,0,1,1,0,-0.4295987,-2.278535973,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0.106080492,0.984188729,0,0,1,1,1
1,0,1,0,0,0,0,0,0,0,1,0,-0.965277892,0.530031543,0,0,1,1,1
1,1,1,1,0,0,1,1,0,0,0,0,2.24879726,-2.238771266,0,0,2,2,1
1,1,1,0,0,0,0,0,0,0,1,0,-0.4295987,-1.19129808,0,0,0,0,1
1,1,1,1,0,0,1,1,0,0,0,0,1.177438876,-1.547157002,0,0,0,2,1
1,1,1,1,0,0,0,0,0,0,0,0,0.106080492,-1.748411007,0,0,1,0,1
1,0,1,0,1,0,1,0,1,0,0,0,0.106080492,-1.472159211,0,0,1,0,1
1,1,1,1,1,0,0,0,1,0,0,0,3.320155644,0.728490262,0,0,1,0,1
1,0,1,1,1,0,0,0,0,1,0,0,0.106080492,-1.249765694,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,0.62704322,0,0,1,1,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,0.954103617,0,0,1,1,1
1,0,1,0,0,0,0,0,0,1,0,0,-0.965277892,0.543123997,0,0,1,1,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,1.355049425,0,0,1,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0.106080492,1.13689733,0,0,1,1,1
1,1,0,0,0,0,0,0,0,0,0,1,-0.965277892,1.830816428,0,0,1,0,1
1,0,1,1,1,0,0,0,0,1,0,0,0.106080492,0.103154168,0,0,1,0,1
1,1,1,1,1,0,0,0,1,0,0,0,3.320155644,1.13689733,0,0,1,1,1
1,1,1,0,0,1,0,0,0,0,0,0,0.106080492,0.333470558,0,0,1,1,1
1,1,0,0,0,0,0,0,0,0,0,0,1.713118068,-0.600787097,0,0,2,1,1
1,1,1,1,1,0,0,0,0,1,1,0,1.177438876,0.273802408,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-0.965277892,-0.700124681,0,0,3,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0.641759684,1.797880039,0,0,1,1,1
1,1,0,1,1,0,0,1,0,0,0,0,2.24879726,0.378729527,0,0,1,1,1
1,1,1,0,0,0,0,0,0,0,0,0,-0.4295987,-0.659360815,0,0,1,0,1
1,1,0,0,1,0,0,0,1,0,0,0,-0.4295987,0.502884635,0,0,1,0,1
1,1,1,1,1,0,0,0,0,1,0,0,3.320155644,0.474345161,0,0,1,0,1
1,0,1,0,0,0,0,0,0,1,1,0,-0.4295987,-1.736612633,0,0,0,0,1
1,1,0,0,0,0,1,1,0,0,0,0,0.641759684,-0.725465243,0,0,1,1,0
1,1,0,0,0,0,0,1,0,0,0,0,-0.4295987,0.52336796,0,0,1,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0.106080492,-0.296865252,0,0,1,0,1
1,1,0,1,0,0,1,0,0,0,0,0,-0.4295987,-2.6056211,0,0,0,1,1
1,1,1,0,1,0,0,0,0,1,0,1,1.177438876,0.010219665,0,0,0,0,1
1,1,0,0,1,0,0,0,1,0,0,0,-0.4295987,-0.428330253,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,-0.268336755,0,0,1,0,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,0.252401227,0,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0,0,-1.500957084,0.586664059,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,-0.39243973,0,0,2,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1.177438876,0.157473692,0,0,2,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0.106080492,-0.006898545,0,0,1,0,1
1,1,0,0,0,1,0,0,0,0,0,0,-0.4295987,-0.600787097,0,0,2,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-0.965277892,-0.024560108,0,0,2,0,1
1,0,1,0,0,0,0,0,0,1,1,0,-0.4295987,-2.066819614,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,0,0,-0.4295987,0.010219665,0,0,1,0,1
1,1,1,1,0,0,0,0,0,0,0,1,0.106080492,0.562202627,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,-1.499430415,0,0,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,0.314283375,0,0,1,0,1
1,1,1,1,0,0,0,0,0,0,0,1,0.106080492,0.182766349,0,0,1,2,1
1,0,1,1,1,0,0,0,0,1,0,0,0.106080492,0.680075333,0,0,1,1,1
1,1,0,0,1,0,0,0,1,0,0,0,-0.4295987,0.157473692,0,0,1,2,1
1,1,1,1,1,0,1,0,1,1,0,0,3.320155644,1.219485409,0,0,0,0,1
1,1,0,0,0,0,1,0,0,0,0,0,0.106080492,0.294410914,0,0,0,0,1
1,1,1,1,1,0,0,0,0,1,0,0,3.320155644,-0.241199778,0,0,1,2,1
1,1,1,0,0,0,0,0,0,0,1,0,-0.4295987,-0.9992833,0,0,1,0,1
1,1,0,1,0,0,1,0,0,0,0,0,-0.4295987,-2.552583928,0,0,0,1,0
1,1,0,1,0,0,1,0,1,0,0,0,1.177438876,-0.762053854,0,0,1,2,1
1,0,1,0,0,0,0,0,0,0,0,0,-1.500957084,-1.298922763,0,0,1,1,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,0.273802408,0,0,1,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0.106080492,-0.296865252,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,0.77302799,0,0,1,0,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,0.474345161,0,0,1,1,1
1,1,1,0,0,1,0,0,0,0,0,0,0.106080492,0.241383858,0,0,1,1,1
1,1,0,0,1,0,0,0,1,0,0,0,-0.4295987,-0.144219881,0,0,1,1,1
1,1,1,1,0,0,0,0,0,1,1,0,0.641759684,-1.291878756,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,1,0,-0.4295987,-1.302478489,0,0,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0.106080492,0.026826959,0,0,1,0,1
1,1,0,0,0,0,1,1,0,0,0,0,0.106080492,0.814263731,0,0,1,1,1
1,1,1,0,0,0,0,0,0,0,0,0,-0.4295987,-0.686398741,0,0,1,1,1
1,1,1,1,0,0,0,0,1,0,0,0,0.641759684,-1.0214395,0,0,0,0,0
1,1,1,1,0,0,0,0,0,1,1,0,0.641759684,-1.412562405,0,0,0,0,0
1,1,1,1,0,0,0,0,1,0,0,1,0.641759684,-1.147768855,0,0,0,0,0
1,1,0,0,0,1,0,0,1,0,0,0,0.106080492,-1.122680589,0,0,0,1,0
1,1,1,1,0,0,1,1,0,0,0,0,2.24879726,-1.988128396,0,0,2,1,0
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,-0.081179807,0,0,1,0,1
1,0,1,0,1,0,1,0,1,0,0,0,0.106080492,-1.460191671,0,0,1,1,1
1,1,1,0,0,0,0,0,0,0,1,0,-0.4295987,-1.643652194,0,0,0,0,1
1,1,1,1,0,0,0,0,0,0,0,0,0.106080492,-1.599364242,0,0,1,1,1
1,1,0,1,0,0,1,0,0,0,0,0,-0.4295987,-2.6852523,0,0,0,1,0
1,0,1,1,0,0,0,0,0,1,0,0,-0.4295987,-1.740517695,0,0,1,0,1
1,1,1,1,1,0,0,0,0,1,1,0,1.177438876,-1.376784585,0,0,1,1,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,0.728490262,0,0,1,1,1
1,1,0,0,0,0,0,0,0,0,0,1,-0.965277892,1.27426247,0,0,1,1,1
1,0,1,1,1,0,0,0,0,1,0,0,0.106080492,0.32395966,0,0,1,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0.106080492,1.158721589,0,0,1,1,1
1,1,1,0,0,1,0,0,0,0,0,0,0.106080492,-0.215324865,0,0,1,1,1
1,1,0,0,0,0,0,0,0,0,0,0,-0.4295987,-0.16692679,0,0,1,0,1
1,1,1,1,1,0,0,0,1,0,0,0,3.320155644,1.179722123,0,0,1,0,1
1,1,1,1,1,0,0,0,0,1,1,0,1.177438876,0.073867267,0,0,1,0,1
1,0,1,0,0,0,0,0,0,1,0,0,-0.965277892,-1.439278053,0,0,3,1,1
1,1,1,0,1,0,0,0,0,1,0,0,0.106080492,0.62704322,0,0,2,0,1
1,1,0,1,0,0,0,0,0,1,0,0,-0.4295987,0.230143947,0,0,1,0,1
1,0,1,0,0,0,0,0,0,0,0,0,-1.500957084,-0.268336755,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,0,-0.4295987,0.058624761,0,0,0,0,1
1,1,0,0,0,1,1,1,0,0,0,0,0.106080492,1.199958858,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,0.543123997,0,0,1,1,1
1,1,1,0,0,0,0,0,0,0,1,0,-0.4295987,-1.399670652,0,0,0,0,1
1,1,1,1,0,0,1,1,0,0,0,0,1.177438876,-1.403934804,0,0,0,1,0
1,1,1,0,1,0,0,0,0,0,0,0,-0.4295987,-1.522782196,0,0,1,1,1
1,1,0,0,1,0,1,0,1,0,0,0,0.106080492,-1.504535672,0,0,1,1,1
1,1,1,1,0,0,0,0,0,0,0,0,0.106080492,-2.110774226,0,0,1,0,0
1,0,1,0,0,0,0,0,0,1,1,0,-0.4295987,-2.201659576,0,0,0,1,1
1,1,1,0,0,1,0,0,0,0,0,0,0.106080492,-1.19129808,0,0,1,1,0
1,1,1,1,0,0,0,0,0,0,0,1,0.106080492,0.888564859,0,0,1,2,1
1,1,0,0,0,0,0,0,0,0,0,0,0.106080492,-1.246530399,0,0,1,0,1
1,1,1,1,1,0,1,0,1,1,0,0,3.320155644,0.058624761,0,0,0,0,1
1,1,0,1,0,1,0,0,0,0,0,0,-0.4295987,0.218672315,0,0,0,1,1
1,0,1,1,1,0,0,0,0,1,0,0,0.106080492,-0.39243973,0,0,1,0,1
1,1,1,1,0,0,0,0,0,0,0,1,0.106080492,1.179722123,0,0,1,0,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,1.256595861,0,0,1,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0.106080492,0.954103617,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0.106080492,1.219485409,0,0,1,0,1
1,1,1,0,0,0,0,0,0,0,0,0,-0.4295987,0.62704322,0,0,2,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-0.965277892,0.294410914,0,0,3,0,1
1,0,1,0,0,0,0,0,0,1,0,0,-0.965277892,0.516623615,0,0,1,2,1
1,1,0,0,0,1,0,1,0,0,0,0,0.106080492,0.77302799,0,0,1,0,1
1,1,0,1,0,1,0,0,0,0,0,0,0.641759684,0.361065161,0,0,1,0,1
1,1,1,0,0,0,0,0,0,1,1,0,0.641759684,-0.268336755,0,0,2,0,1
1,1,1,1,0,0,0,0,0,0,0,0,-0.4295987,0.922298543,0,0,0,0,1
1,0,1,0,0,0,0,0,0,1,0,0,-0.965277892,-0.10140992,0,0,0,0,1
1,1,1,0,1,0,0,0,0,0,0,0,0.641759684,1.398431488,0,0,1,0,1
1,0,1,0,0,0,0,0,0,1,0,0,-0.965277892,-1.489358301,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-0.965277892,-0.552410073,0,0,1,2,1
1,1,1,0,0,0,0,0,0,0,0,0,-0.4295987,-0.428330253,0,0,1,2,1
1,1,1,1,1,0,0,0,0,1,0,0,3.320155644,0.194994244,0,0,1,0,1
1,1,1,1,1,0,0,0,1,0,0,0,1.713118068,0.680075333,0,0,0,0,1
1,1,0,0,0,0,1,1,0,0,0,0,0.106080492,1.012730399,0,0,1,0,1
1,0,1,0,0,0,0,0,0,0,1,0,-0.965277892,-0.71917739,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,1.179722123,0,0,1,0,1
1,0,1,1,1,0,0,0,0,1,0,0,0.106080492,-1.036716082,0,0,1,0,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,1.533620533,0,0,0,0,1
1,1,0,1,0,1,1,0,0,0,0,0,1.177438876,1.065765041,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-0.4295987,1.179722123,0,0,1,0,1
1,1,0,0,1,0,0,0,0,0,0,1,0.106080492,1.158721589,0,0,3,0,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,0.852653484,0,0,1,0,1
1,1,1,1,0,0,0,0,0,0,0,1,0.106080492,1.522601201,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,1,-0.965277892,1.614703177,0,0,1,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0.106080492,0.728490262,0,0,1,1,1
1,1,0,0,0,0,1,1,0,0,0,0,0.641759684,-1.063921619,0,0,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,-0.006898545,0,0,1,0,1
1,1,0,0,1,1,0,0,0,0,0,0,0.106080492,1.199958858,0,0,0,0,1
1,1,0,0,0,1,0,1,0,0,0,0,0.106080492,1.511359245,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0.106080492,1.065765041,0,0,1,0,1
1,1,0,1,0,1,0,0,0,0,0,0,0.641759684,0.042952953,0,0,1,1,1
1,1,1,0,1,0,0,0,0,0,0,0,0.641759684,1.48817016,0,0,1,0,1
1,1,1,1,0,0,0,0,0,0,0,0,-0.4295987,0.888564859,0,0,0,0,1
1,1,0,1,1,0,0,0,1,1,0,0,0.641759684,-0.552410073,0,0,1,0,1
1,1,0,0,1,0,0,0,1,0,0,1,0.106080492,0.284202059,0,0,0,0,1
1,1,1,1,1,0,0,0,1,0,0,0,1.713118068,0.273802408,0,0,0,0,1
1,0,1,0,0,0,0,0,0,1,0,0,-0.965277892,0.604329359,0,0,1,0,1
1,1,1,1,0,0,0,0,0,0,0,0,0.106080492,-1.843543742,0,0,1,0,1
1,0,1,1,1,0,1,0,1,0,0,0,0.641759684,-1.479465256,0,0,1,0,1
1,1,1,1,0,0,1,1,0,0,0,0,1.177438876,-1.30605708,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,-0.4295987,-1.343168771,0,0,1,1,0
1,1,0,0,0,1,1,0,0,0,0,0,0.106080492,1.70983443,0,0,1,0,1
1,1,0,0,1,0,0,0,0,1,0,0,0.106080492,0.252401227,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,1.595513016,0,0,1,1,1
1,1,1,1,1,0,0,0,0,1,0,0,1.713118068,0.728490262,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,1.158721589,0,0,1,2,1
1,1,1,1,0,0,0,0,0,0,0,1,0.106080492,1.67709199,0,0,1,2,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,1.33980316,0,0,1,2,1
1,1,1,0,0,0,0,0,0,0,0,0,0.106080492,0.984188729,0,0,1,2,1
1,0,1,1,0,0,0,0,0,1,0,0,-0.4295987,-0.081179807,0,0,1,0,1
1,1,0,1,0,1,0,0,0,0,0,0,0.641759684,0.058624761,0,0,1,2,1
1,1,0,0,0,0,0,0,0,0,0,0,0.106080492,1.199958858,0,0,1,0,1
1,1,1,0,0,0,0,0,0,0,1,0,-0.4295987,0.536616274,0,0,0,2,1
1,1,0,0,0,1,0,0,0,0,0,0,-0.4295987,1.87387924,0,0,1,2,1
1,1,1,1,1,0,0,0,0,1,1,0,1.177438876,-0.955538212,0,0,1,2,1
1,1,0,0,0,1,0,1,0,0,0,0,0.106080492,0.888564859,0,0,1,2,1
1,1,0,1,1,0,0,0,1,1,0,0,0.641759684,0.52336796,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-0.965277892,0.48161842,0,0,2,2,1
1,1,1,1,0,0,0,0,0,0,0,0,-0.4295987,-0.268336755,0,0,1,2,1
1,1,0,0,0,1,0,1,0,0,0,0,1.177438876,1.533620533,0,0,1,2,1
1,1,1,0,0,0,0,0,0,1,1,0,0.641759684,-0.268336755,0,0,2,2,1
1,1,0,0,0,0,0,0,0,1,0,0,0.106080492,-0.39243973,0,0,1,2,1
1,1,0,0,0,0,0,0,0,0,0,1,-0.4295987,-0.428330253,0,0,1,2,1
1,1,1,0,0,0,0,0,0,1,1,0,0.106080492,-0.39243973,0,0,0,0,1
1,1,1,1,1,0,0,0,1,0,0,0,1.713118068,0.922298543,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,1,-0.965277892,1.522601201,0,0,1,2,1
1,1,0,0,1,0,0,0,0,0,0,0,-0.4295987,-0.04280065,0,0,1,2,1
1,1,0,0,1,1,0,0,0,0,0,0,0.106080492,-0.268336755,0,0,1,2,1
1,0,1,1,0,0,0,0,0,1,0,0,-0.4295987,-0.358724446,0,0,1,2,1
1,1,1,1,1,0,0,0,1,0,0,0,3.320155644,-0.326935729,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,0.728490262,0,0,1,0,1
1,1,1,1,0,0,0,0,0,0,0,1,0.106080492,1.595513016,0,0,1,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0.106080492,-0.808511872,0,0,1,0,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,-0.10140992,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0.106080492,0.77302799,0,0,1,0,0
1,1,0,1,0,1,0,0,0,0,0,0,0.641759684,0.680075333,0,0,1,0,1
1,1,0,0,1,0,0,0,1,0,0,1,0.106080492,0.144382777,0,0,0,2,1
1,1,1,1,1,0,0,0,0,1,1,0,1.177438876,-0.39243973,0,0,1,0,1
1,1,1,0,0,1,0,0,0,0,0,0,0.106080492,0.378729527,0,0,1,0,1
1,1,0,0,1,0,0,0,1,0,0,0,-0.4295987,-0.081179807,0,0,1,2,1
1,1,1,0,0,0,0,0,0,1,1,0,0.641759684,-0.296865252,0,0,1,0,1
1,1,0,0,0,1,0,0,0,0,0,0,1.713118068,1.67709199,0,0,1,0,1
1,1,0,0,0,1,0,1,0,0,0,0,0.106080492,1.291385421,0,0,1,2,1
1,0,1,1,1,0,0,0,0,0,0,0,-0.4295987,0.543123997,0,0,0,2,1
1,1,1,0,0,0,0,0,0,0,1,0,-0.4295987,-0.061659422,0,0,1,2,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,-0.061659422,0,0,1,0,1
1,0,1,1,1,0,0,0,0,1,0,0,0.106080492,-0.215324865,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,0.451936989,0,0,1,2,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,1.238349936,0,0,1,2,1
1,1,1,1,0,0,0,0,0,0,0,1,0.106080492,1.633253556,0,0,1,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0.106080492,0.954103617,0,0,1,2,1
1,0,1,1,0,0,0,0,0,1,0,0,-0.4295987,0.088703366,0,0,1,2,1
1,1,0,1,0,1,0,0,0,0,0,0,0.641759684,0.130976465,0,0,1,0,1
1,1,1,1,1,0,0,0,0,1,1,0,1.177438876,-0.758016576,0,0,1,2,1
1,1,0,0,0,0,1,1,0,0,0,0,0.106080492,1.179722123,0,0,1,0,1
1,1,0,0,0,1,0,0,0,0,0,0,0.641759684,1.398431488,0,0,1,0,1
1,1,1,0,0,0,0,0,0,1,1,0,0.641759684,-0.061659422,0,0,2,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0.106080492,1.307997177,0,0,1,2,1
1,1,0,0,0,0,0,0,0,0,0,0,-0.4295987,-0.466696175,0,0,1,0,1
1,1,0,1,1,0,0,0,1,1,0,0,0.641759684,0.586664059,0,0,1,0,1
1,1,1,0,0,0,0,0,0,0,0,0,-0.4295987,-0.428330253,0,0,1,0,1
1,1,1,0,0,0,0,0,0,1,1,0,0.106080492,-2.288937568,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,-0.4295987,-0.748708632,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,-0.4295987,-1.530789084,0,0,1,2,1
1,1,0,0,0,1,0,0,0,0,0,0,-0.4295987,1.951136667,0,0,1,2,1
1,1,0,0,0,0,1,1,0,0,0,0,0.641759684,-0.708648445,0,0,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0.641759684,0.314283375,0,0,2,0,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,-0.653773729,0,0,1,0,1
1,1,1,1,0,0,0,0,0,0,0,1,0.106080492,0.130976465,0,0,1,0,1
1,1,0,0,0,1,1,1,0,0,0,0,0.641759684,-0.663305423,0,0,1,2,1
1,1,1,1,1,0,0,0,1,0,0,0,3.320155644,0.194994244,0,0,1,2,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,0.59261502,0,0,1,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0.106080492,1.13689733,0,0,1,0,1
1,1,1,1,0,0,0,0,0,0,0,1,0.106080492,0.728490262,0,0,1,0,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,1.238349936,0,0,1,0,1
1,1,0,1,0,1,0,0,0,0,0,0,0.641759684,-0.358724446,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0.106080492,0.157473692,0,0,1,0,1
1,1,0,0,0,1,0,1,0,0,0,0,0.106080492,1.13689733,0,0,1,0,1
1,0,1,0,0,0,0,0,0,1,0,0,-0.965277892,0.516623615,0,0,0,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0.106080492,-0.358724446,0,0,1,0,0
1,1,0,0,0,0,1,1,0,0,0,0,0.641759684,-0.917655981,0,0,1,0,0
1,1,1,0,0,0,0,0,0,0,1,0,-0.4295987,-0.04280065,0,0,0,0,1
1,1,0,1,1,0,0,0,1,1,0,0,0.641759684,0.11723918,0,0,1,0,1
1,1,1,0,0,1,0,0,0,0,0,0,0.106080492,-0.122403323,0,0,1,0,1
1,1,0,0,0,1,0,0,0,0,0,0,-0.4295987,1.924759035,0,0,1,0,1
1,0,1,0,0,0,0,0,0,0,1,0,-0.965277892,-0.804853285,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,-0.144219881,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0.106080492,-0.428330253,0,0,1,0,1
1,1,1,0,0,0,1,1,0,0,0,0,0.641759684,-0.39243973,0,0,2,0,1
1,1,1,0,0,1,0,0,0,0,0,0,0.641759684,-1.333656247,0,0,1,0,1
1,1,0,0,1,0,0,0,1,0,0,1,0.106080492,-0.190599824,0,0,0,0,1
1,1,1,0,0,1,1,1,0,0,0,0,1.713118068,0.680075333,0,0,1,0,1
1,1,0,1,0,0,1,1,0,0,0,0,1.177438876,-0.024560108,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,0.814263731,0,0,1,0,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,0.814263731,0,0,1,2,1
1,1,1,1,0,0,0,0,0,0,0,1,0.106080492,0.042952953,0,0,1,2,1
1,1,0,0,0,0,0,0,0,0,0,1,-0.965277892,0.568419529,0,0,1,0,1
1,1,0,1,0,1,0,0,0,0,0,0,0.641759684,0.516623615,0,0,1,2,1
1,1,1,0,0,0,0,0,0,0,1,0,-0.4295987,-0.466696175,0,0,0,0,1
1,1,1,0,0,0,0,0,0,1,1,0,0.641759684,-0.16692679,0,0,0,2,1
1,1,0,0,1,0,0,0,1,0,0,1,0.106080492,0.103154168,0,0,0,0,1
1,1,1,0,0,1,0,0,0,0,0,0,0.106080492,-0.061659422,0,0,1,0,1
1,1,1,1,1,0,0,0,1,0,0,0,1.713118068,0.62704322,0,0,0,2,1
1,1,1,1,0,0,1,1,0,0,0,0,1.177438876,-1.043393791,0,0,0,2,1
1,1,1,1,0,0,0,0,0,0,0,0,0.106080492,-1.605479349,0,0,1,0,1
1,0,1,0,0,0,0,0,0,0,1,0,-0.965277892,-1.221303684,0,0,0,0,1
1,1,1,1,0,0,0,0,0,0,0,0,0.106080492,-1.370702895,0,0,1,2,1
1,0,1,1,1,0,1,0,1,0,0,0,0.641759684,-1.401798644,0,0,1,2,1
1,1,0,1,1,0,0,0,1,0,0,1,0.641759684,-1.958363595,0,0,1,2,0
1,1,1,0,0,1,0,0,0,0,0,0,0.106080492,-1.538912865,0,0,1,0,1
1,0,1,0,0,0,0,0,0,0,1,0,-0.965277892,-0.767482864,0,0,0,2,1
1,1,1,1,0,0,0,0,0,0,0,1,0.106080492,-2.19275588,0,0,1,2,1
1,0,1,1,0,0,0,0,0,0,0,0,-0.965277892,-2.9913361,0,0,1,2,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,-1.75240005,0,0,1,0,1
1,1,0,0,0,0,0,0,1,0,0,1,-0.4295987,-0.241199778,0,0,1,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0.106080492,-1.233774102,0,0,1,2,1
1,0,1,0,0,0,0,0,0,1,0,0,-0.965277892,-0.971050551,0,0,1,0,1
1,0,1,1,1,0,0,0,0,1,0,0,0.106080492,-1.410392932,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,-1.500957084,1.039879294,0,0,1,0,1
